id,NO DE OBRA PICASO / OFICIO DE APROBACIÓN / NÚMERO DE CONTRATO,SIGLAS DEPENDENCIA O ENTIDAD EJECUTORA,TIPO,NOMBRE DEL PROGRAMA PRESUPUESTARIO,NOMBRE DE LA OBRA/ACCIÓN/PROYECTO,FF FEDERAL,FUENTE FEDERAL,IMPORTE (Aprobado),FF ESTATAL,FUENTE ESTATAL,IMPORTE,FF RECURSOS PROPIOS,RECURSOS PROPIOS,IMPORTE,FF MUNICIPAL,FUENTE MUNICIPAL,IMPORTE,IMPORTE CONTRATADO,IMPORTE  EJERCIDO,LOCALIDAD DE LA OBRA,MUNICIPIO DE LA OBRA,"FECHA 
INICIO","FECHA
FIN",fecha_c,fecha_u_m
219,2018-00219,SEDESOQ,OBRA,PROGRAMA DE INFRAESTRUCTURA INDÍGENA,CONSTRUCCIÓN DEL SISTEMA DE ALCANTARILLADO SANITARIO Y PLANTA DE TRATAMIENTO DE AGUAS RESIDUALES (3RA ETAPA),84O, PROII 2018 ," $1,961,740.02 ",43E,," $560,497.15 ",,,,83O,," $280,248.58 "," $2,802,485.74 "," $2,802,485.74 ",CHITEJE DEL GARABATO,AMEALCO,26/03/2018,23/06/2018,08/06/2019,
220,2018-00220,SEDESOQ,OBRA,PROGRAMA DE INFRAESTRUCTURA INDÍGENA,AMPLIACIÓN DE SISTEMA DE ALCANTARILLADO SANITARIO (5TA ETAPA),84O, PROII 2018 ," $2,338,310.49 ",43E,," $668,088.71 ",,,,83O,," $334,044.36 "," $3,340,443.55 "," $3,340,443.55 ",SANTIAGO MEXQUITITLÁN,AMEALCO,26/03/2018,23/07/2018,08/06/2019,
221,2018-00222,SEDESOQ,OBRA,PROGRAMA DE INFRAESTRUCTURA INDÍGENA,CONSTRUCCIÓN DEL SISTEMA DE ALCANTARILLADO SANITARIO Y PLANTA DE TRATAMIENTO DE AGUAS RESIDUALES (2DA ETAPA),84O, PROII 2018 ," $783,609.77 ",43E,," $223,888.51 ",,,,83O,," $111,944.26 "," $1,137,652.63 "," $1,137,652.63 ",PEÑA BLANCA,PEÑAMILLER,26/03/2018,22/08/2018,08/06/2019,
222,2018-00228,SEDESOQ,OBRA,PROGRAMA DE INFRAESTRUCTURA INDÍGENA,AMPLIACIÓN DEL SISTEMA DE AGUA POTABLE (3ER ETAPA),84O, PROII 2018 ," $6,965,968.99 ",43E,," $1,990,276.86 ",,,,83O,," $995,138.43 "," $9,951,384.26 "," $9,951,384.26 ",EL CIERVO,EZEQUIEL MONTES,02/04/2018,09/08/2018,08/06/2019,
223,2018-00241,SEDESOQ,OBRA,PROGRAMA DE INFRAESTRUCTURA INDÍGENA,AMPLIACIÓN DEL SISTEMA DE ALCANTARILLADO SANITARIO (5TA ETAPA),84O, PROII 2018 ," $1,344,687.15 ",43E,," $384,196.33 ",,,,83O,," $192,098.17 "," $1,935,926.45 "," $1,935,926.45 ",GUDINOS,TOLIMÁN,24/03/2018,03/08/2018,08/06/2019,
224,2018-00242,SEDESOQ,OBRA,PROGRAMA DE INFRAESTRUCTURA INDÍGENA,"AMPLIACIÓN DEL SISTEMA DE AGUA POTABLE (6TA ETAPA),PARA BENEFICIAR A 19 LOCALIDADES, EN LOS MUNICIPIOS DE SAN JOAQUIN Y CADEREYTA DE MONTES.",84O, PROII 2018 ," $4,102,771.11 ",43E,," $1,172,220.32 ",,,,83O,," $586,110.16 "," $5,861,101.58 "," $5,861,101.58 ",EL DECONI,SAN JOAQUÍN,27/03/2018,06/07/2018,08/06/2019,
225,2018-00318,SEDESOQ,OBRA,PROGRAMA DE INFRAESTRUCTURA INDÍGENA,"CONSTRUCCIÓN DEL SISTEMA DE ALCANTARILLADO SANITARIO (4TA ETAPA), PARA BENEFICIAR A LA COMUNIDAD DE LOS BORDOS, EN EL MUNICIPIO DE HUIMILPAN.",84O, PROII 2018 ," $4,080,347.71 ",43E,," $1,165,813.63 ",,,,83O,," $582,906.82 "," $5,829,068.15 "," $5,829,068.15 ",LOS BORDOS,HUIMILPAN,27/03/2018,23/08/2018,08/06/2019,
226,2018-00780,SEDESOQ,APOYO,PROGRAMA PARA EL MEJORAMIENTO DE LA PRODUCCIÓN Y PRODUCTIVIDAD INDÍGENA,PROGRAMA PARA EL MEJORAMIENTO DE LA PRODUCCIÓN Y PRODUCTIVIDAD INDÍGENA,47P,PROIN 2018," $3,000,000.00 ",48P,," $3,000,000.00 ",,,,,,,," $6,000,000.00 ",ALCANCE ESTATAL,ALCANCE ESTATAL,,,08/06/2019,
227,2018-00895,SEDEA,APOYO,PROGRAMA PARA EL MEJORAMIENTO DE LA PRODUCCIÓN Y PRODUCTIVIDAD INDÍGENA,PROGRAMA PARA EL MEJORAMIENTO DE LA PRODUCCIÓN Y PRODUCTIVIDAD INDÍGENA,58P,PROIN 2018," $3,000,000.00 ",59P,," $3,000,000.00 ",,,,,,,," $6,000,000.00 ",ALCANCE ESTATAL,ALCANCE ESTATAL,,,08/06/2019,
228,CONVENIO MARCO 0299/18,USEBEQ,APOYO,PROGRAMA ESCUELAS DE TIEMPO COMPLETO 2018,"APOYOS EN ESPECIE, TÉCNICO 22DJN1362I",33O,PROGRAMA ESCUELAS DE TIEMPO COMPLETO 2018," $137,366,642.33 ",,,,,,,,,,,,ALCANCE ESTATAL,ALCANCE ESTATAL,,,08/06/2019,
229,CONVENIO MARCO 0299/18,USEBEQ,APOYO,PROGRAMA FORTALECIMIENTO DE LA CALIDAD EDUCATIVA 2018,,34O,PROGRAMA FORTALECIMIENTO DE LA CALIDAD EDUCATIVA 2018," $4,375,916.42 ",,,,,,,,,,,,ALCANCE ESTATAL,ALCANCE ESTATAL,,,08/06/2019,
230,CONVENIO MARCO 0299/18,USEBEQ,APOYO,PROGRAMA PARA LA INCLUSION Y LA EQUIDAD EDUCATIVA 2018,,35O,PROGRAMA PARA LA INCLUSION Y LA EQUIDAD EDUCATIVA 2018," $5,317,843.35 ",,,,,,,,,,,,ALCANCE ESTATAL,ALCANCE ESTATAL,,,08/06/2019,
231,CONVENIO MARCO 0299/18,USEBEQ,APOYO,PROGRAMA NACIONAL DE CONVIVENCIA ESCOLAR 2018,,36O,PROGRAMA NACIONAL DE CONVIVENCIA ESCOLAR 2018," $4,287,706.00 ",,,,,,,,,,,,ALCANCE ESTATAL,ALCANCE ESTATAL,,,08/06/2019,
232,CONVENIO MARCO 0299/18,USEBEQ,APOYO,PROGRAMA NACIONAL DE INGLÉS 2018,,37O,PROGRAMA NACIONAL DE INGLÉS 2018," $9,914,030.40 ",,,,,,,,,,,,ALCANCE ESTATAL,ALCANCE ESTATAL,,,08/06/2019,
233,CONVENIO MARCO 0299/18,USEBEQ,APOYO,PROGRAMA DE LA REFORMA EDUCATIVA 2018,,42O,PROGRAMA DE LA REFORMA EDUCATIVA 2018," $11,659,366.39 ",,,,,,,,,,,,ALCANCE ESTATAL,ALCANCE ESTATAL,,,08/06/2019,
234,22041808019,SNE,APOYO,PROGRAMA DE APOYO AL EMPLEO,CURSO DE CORTE Y CONFECCIÓN,,PROGRAMA DE APOYO AL EMPLEO," $57,744.00 ",,,,,,,,,,,,EL CARRIZO,SAN JUAN DEL RÍO,05/09/2018,02/10/2018,08/06/2019,
235,22041808020,SNE,APOYO,PROGRAMA DE APOYO AL EMPLEO,CURSO CULTORA DE BELLEZA,,PROGRAMA DE APOYO AL EMPLEO," $57,744.00 ",,,,,,,,,,,,HACIENDA GRANDE,TEQUISQUIAPAN,06/09/2018,03/10/2018,08/06/2019,
236,22021810001,SNE,APOYO,PROGRAMA DE APOYO AL EMPLEO,CURSO DE MANUALIDADES NAVIDEÑAS,,PROGRAMA DE APOYO AL EMPLEO,,,,,,,,,,,,,CALLE ABOGADOS,EL MARQUÉS,10/10/2018,08/11/2018,08/06/2019,
237,22021810002,SNE,APOYO,PROGRAMA DE APOYO AL EMPLEO,CURSO DE ELABORACIÓN DE PIÑATAS,,PROGRAMA DE APOYO AL EMPLEO," $65,245.60 ",,,,,,,,,,,,CALLE MIGUEL HIDALGO,SAN JUAN DEL RÍO,29/10/2018,27/11/2018,08/06/2019,
238,,CONALEP,APOYO,PROGRAMA NACIONAL DE BECAS - BECAS DEL COLEGIO NACIONAL DE EDUCACIÓN PROFESIONAL TÉCNICA CONALEP,BECAS PLANTEL 041 QUERETARO 1.1819,,," $116,000.00 ",,,,,,,,,,,,QUERÉTARO,QUERÉTARO,,,08/06/2019,
239,,CONALEP,APOYO,PROGRAMA NACIONAL DE BECAS - BECAS DEL COLEGIO NACIONAL DE EDUCACIÓN PROFESIONAL TÉCNICA CONALEP,BECAS 328 AERONAITICO 1.1819,,," $38,000.00 ",,,,,,,,,,,,LA GRIEGA,EL MARQUÉS,,,08/06/2019,
240,,CONALEP,APOYO,PROGRAMA NACIONAL DE BECAS - BECAS DEL COLEGIO NACIONAL DE EDUCACIÓN PROFESIONAL TÉCNICA CONALEP,BECAS 280 AMEALCO 1.1819,,," $42,000.00 ",,,,,,,,,,,,JARDINES DEL BOSQUE,AMEALCO,,,08/06/2019,
241,,CONALEP,APOYO,PROGRAMA NACIONAL DE BECAS - BECAS DEL COLEGIO NACIONAL DE EDUCACIÓN PROFESIONAL TÉCNICA CONALEP,BECAS 042 SAN JUAN DEL RÍO 1.1819,,," $88,000.00 ",,,,,,,,,,,,SAN PEDRO AHUACATLÁN,SAN JUAN DEL RÍO,,,08/06/2019,
242,CRESCA-CONADIC-QRO- 001/2018,CONADIC,,PROGRAMA PREVENCIÓN Y ATENCIÓN CONTRA LAS ADICCIONES - PROGRAMA DE SUBSIDIOS PARA TRATAMIENTO RESIDENCIAL DE LAS ADICCIONES,BECAS DE TRATAMIENTO,55O,RAMO 12. PREVENCION Y TRATAMIENTO DE LAS ADICCIONES 2018," $1,806,316.32 ",,,,,,,,,,," $1,806,316.32 ",ESTATAL,ALCANCE ESTATAL,,,08/06/2019,
243,,REPSS,SERVICIO,SEGURO POPULAR,HOSPITAL DE ESPECIALIDADES DEL NIÑO Y LA MUJER,58O,RAMO 12. CUOTA SOCIAL Y APORTACION SOLIDARIA FEDERAL 2018," $24,853,513.37 ",,,,,,,,,,,,ESTATAL,ALCANCE ESTATAL,,,08/06/2019,
244,CONVENIO SMS XXI INTERVENCIONES,REPSS,SERVICIO,PROGRAMA SEGURO MÉDICO SIGLO XXI,TAQUIPNEA TRANSITORIA DEL RECIEN NACIDO,57O,RAMO 12. SEGURO MEDICO SIGLO XXI INTERVENCIONES 2018,,,,,,,,,,,," $70,277,174.14 ",ESTATAL,ALCANCE ESTATAL,,,08/06/2019,
245,SC/DGVC/CCOORD/00895/18,SECULTURA,APOYO,"PROGRAMA DE APOYOS A LA CULTURA - APOYO A INSTITUCIONES ESTATALES DE CULTURA, AIEC",ENCUENTRO DE LAS CULTURAS POPULARES Y LOS PUEBLOS INDIGENAS,20P,RAMO 48 APOYO A INSTITUCIONES ESTATALES DE CULTURA 2018," $2,675,000.00 ",,,,,,,,,,," $2,675,000.00 ",CENTRO,QUERÉTARO,,,08/06/2019,
246,IMJUVE/BEJ-U-CEMP-E-022/2018,SEJUVE,APOYO,SUBSIDIOS A PROGRAMAS PARA JÓVENES,CASA DEL EMPRENDEDOR,24P,RAMO 20 CASAS DEL EMPRENDEDOR 2018," $100,000.00 ",,,,,,,,,,," $100,000.00 ",QUERÉTARO,QUERÉTARO,,,08/06/2019,
247,IMJUVE/DCS-U-PRT-E-20/2018,SEJUVE,APOYO,SUBSIDIOS A PROGRAMAS PARA JÓVENES,RED NACIONAL DE PROGRAMAS DE RADIO Y TELEVISIÓN,23P,RAMO 20 RED NACIONAL DE PROGRAMAS DE RADIO Y TELEVISIÓN PODER JOVEN 2018," $240,000.00 ",,,,,,,,,,," $240,000.00 ",QUERÉTARO,QUERÉTARO,,,08/06/2019,
248,IMJUVE/BEJ-U-CPJ-E-009/2018,SEJUVE,APOYO,SUBSIDIOS A PROGRAMAS PARA JÓVENES,CENTRO PODER JOVEN,25P,RAMO 20 CENTROS PODER JOVEN 2018," $130,000.00 ",,,,,,,,,,," $130,000.00 ",CORREGIDORA,CORREGIDORA,,,08/06/2019,
249,1078-12,UTEQ,APOYO,PROGRAMA PARA EL DESARROLLO PROFESIONAL DOCENTE - COORDINACIÓN GENERAL DE UNIVERSIDADES TECNOLÓGICAS Y POLITÉCNICAS,APOYOS FINANCIEROS,S247,," $886,730.00 ",,,,,,,,,," $591,250.53 ",,QUERÉTARO,QUERÉTARO,01/11/2017,12/12/2018,08/06/2019,
250,34-CEA-GEQ-DDHC-18-OP-34-EL,CEA,OBRA,,ACCIONES DE DESVÍO DE APORTACIONES DE AGUAS RESIDUALES QUE VAN HACIA LA PTAR CLUB CAMPESTRE,,,,,,,,,,,,," $3,393,201.64 ",,ANTONIO ANCONA,QUERÉTARO,25/07/2018,22/10/2018,08/06/2019,
251,56-CEA-RAMO23-DDHC-18-OP-56-FI,CEA,OBRA,,"CONSTRUCCIÓN DEL SISTEMA DE DRENAJE SANITARIO PARA LA COLONIA MELCHOR OCAMPO, MUNICIPIO DE QUERÉTARO, ESTADO DE QUERÉTARO",,,,,,,,,,,,," $3,244,503.24 ",,MELCHOR OCAMPO,QUERÉTARO,21/12/2018,07/03/2019,08/06/2019,
252,57-CEA-RAMO23-18-OP-57-FI,CEA,OBRA,,"CONSTRUCCIÓN DE LA RED DE AGUA POTABLE EN LA COLONIA MELCHOR OCAMPO, MUNICIPIO DE QUERÉTARO, ESTADO DE QUERÉTARO, QRO.",,,,,,,,,,,,," $1,776,821.87 ",,MELCHOR OCAMPO,QUERÉTARO,21/12/2018,07/03/2019,08/06/2019,
253,CEI/DA/00092/2018,CEIQ,OBRA,,"MEJORAMIENTO EN CALLE BUENAVISTA Y PLUTARCO ELIAS CALLES, EN COLONIA BELLAVISTA, MUNICIPIO DE QUERETARO, QRO",,,,F01,," $3,335,734.91 ",,,,,,," $3,335,734.91 ",,BELLAVISTA,QUERÉTARO,07/03/2018,05/05/2018,08/06/2019,
254,2018GEQ02145,CEIQ,OBRA,,"CONSTRUCCIÓN DE BARDA PERIMETRAL SEGUNDA ETAPA EN PANTEÓN DE LA COMUNIDAD EL ORGANAL, SAN JUAN DEL RÍO, QRO. ",,,,43E,ISN 2018," $1,296,060.98 ",,,,,,," $1,296,060.98 ",,EL ORGANAL,SAN JUAN DEL RIO,04/06/2018,31/10/2018,08/06/2019,
255,CEI/DA/00833/2018,CEIQ,OBRA,,"DESCARGA PLUVIAL AL RIO QUERETARO, MUNICIPIO DE QUERETARO",,,,F01,," $2,572,462.49 ",,,,,,," $2,572,462.49 ",,QUERETARO,QUERETARO,20/08/2018,17/11/2018,08/06/2019,
256,2018GEQ02535,SECULTURA,APOYO,APOYO A LA INFRESTRUCTURA CULTURAL DE LOS ESTADOS (PAICE),REHABILITACIÓN DEL MUSEO DE LA CIUDAD,64P,PAICE 2018," $2,947,442.76 ",76P,," $2,947,442.76 ",,,,,,," $5,894,885.52 ",,COL. CENTRO,QUERETARO,04/01/2019,02/07/2019,08/06/2019,
257,2019GEQ00449,SECULTURA,APOYO,APOYO A LAS CULTURAS MUNICIPALES Y COMUNITARIAS (PACMYC),APOYO A LAS CULTURAS MUNICIPALES Y COMUNITARIAS (PACMYC),46P,CULTURA PACMYC 2018," $1,000,000.00 ", 75P ,," $1,000,000.00 ",,,,,,," $999,205.15 ",,,,,,08/06/2019,
258,1126/17,UPSRJ,APOYO,PROGRAMA PARA EL DESARROLLO PROFESIONAL DOCENTE (PRODEP) 2017,PROGRAMA PARA EL DESARROLLO PROFESIONAL DOCENTE (PRODEP) 2017,,PRODEP 2017,"$303,271.00", , , , ,, , , , ," $218,344.28 ",,SANTA ROSA JAÚREGUI,QUERETARO,19/04/2017,19/04/2017,08/06/2019,
259,CONVENIO DE FECHA 27DE MARZO DE 2018,IQM,SERVICIO,PROGRAMA DE APOYO  A LAS INSTANCIAS DE LAS MUJERES EN LAS ENTIDADES FEDERATIVAS (PAIMEF),CENTRO DE JUSTICIA PARA MUJERES/CII19/22,FF,Ramo 20," $835,800.00 ",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A," $820,784.00 ",,QUERÉTARO,QUERÉTARO,01/05/2018,31/12/2018,08/06/2019,
260,CONVENIO DE FECHA 27 DE MARZO DE 2018,IQM,SERVICIO,PROGRAMA DE APOYO  A LAS INSTANCIAS DE LAS MUJERES EN LAS ENTIDADES FEDERATIVAS (PAIMEF),CENTRO DE ATENCIÓN EXTERNA/CII18/22,FF,Ramo 20," $954,800.00 ",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A," $910,774.00 ",,QUERÉTARO,QUERÉTARO,01/04/2018,31/12/2018,08/06/2019,
261,CONVENIO DE FECHA 27 DE MARZO DE 2018,IQM,SERVICIO,PROGRAMA DE APOYO  A LAS INSTANCIAS DE LAS MUJERES EN LAS ENTIDADES FEDERATIVAS (PAIMEF),CONTENCIÓN EMOCIONAL/AIV1/22,FF,Ramo 20," $180,000.00 ",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A, $178.650.00 ,,QUERÉTARO,QUERÉTARO,01/04/2018,31/12/2018,08/06/2019,
262,CONVENIO DE FECHA 27 DE MARZO DE 2018,IQM,SERVICIO,PROGRAMA DE APOYO  A LAS INSTANCIAS DE LAS MUJERES EN LAS ENTIDADES FEDERATIVAS (PAIMEF),MODULO FIJO DE HUIMILPAN/C.II20/22,FF,Ramo 20," $226,600.00 ",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A," $225,928.00 ",,HUIMILPAN,HUIMILPAN,16/04/2018,15/12/2018,08/06/2019,
263,CONVENIO DE FECHA 27 DE MARZO DE 2018,IQM,SERVICIO,PROGRAMA DE APOYO  A LAS INSTANCIAS DE LAS MUJERES EN LAS ENTIDADES FEDERATIVAS (PAIMEF),MODULO FIJO EN ARROYO SECO/CII15/22,FF,Ramo 20," $568,600.00 ",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A," $536,928.00 ",,ARROYO SECO,ARROYO SECO,01/04/2018,31/12/2018,08/06/2019,
264,INMUJERES/SE/DPNIEFM/OFICIO/140-07/2018,IQM,SERVICIO,CENTRO PARA EL DESARROLLO DE LAS MUJERES QUERÉTARO,CONTRALORIA SOCIAL ARROYO SECO,FF,Ramo 47," $900,000.00 ",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"$818,085.49",,ALCANCE ESTATAL,ALCANCE ESTATAL,01/04/2018,30/11/2018,08/06/2019,
265,514.1.996/2017,UPQ,APOYO,PROGRAMA DE FORTALECIMIENTO DE LA CALIDAD EDUCATIVA PFCE 2016-2017,PROGRAMA DE FORTALECIMIENTO DE LA CALIDAD EDUCATIVA PFCE 2016-2017,S267,PROGRAMA DE FORTALECIMIENTO DE LA CALIDAD EDUCATIVA PFCE 2016-2017," $6,078,981.00 ",,,,,,,,,," $6,076,002.66 ",,EL ROSARIO,EL MARQUES,01/11/2017,15/12/2018,08/06/2019,
266,511-6/17-10829  / 511-6/17-1146,UPQ,APOYO,PROGRAMA PARA EL DESARROLLO PROFESIONAL DOCENTE,APOYO PARA ESTUDIOS DE POSGRADO / REDES PARA COMUNIDADES DIGITALES,S247,PROGRAMA PARA EL DESARROLLO PROFESIONAL DOCENTE," $325,750.00 ",,,,,,,,,," $325,750.00 ",,EL ROSARIO,EL MARQUES,01/01/2018,31/12/2018,08/06/2019,
267,22041808019,SNE,APOYO,PROGRAMA DE APOYO AL EMPLEO,CURSO DE CORTE Y CONFECCIÓN,,PROGRAMA DE APOYO AL EMPLEO," $57,744.00 ",01.5421011.RE01.42221F014011.312.E02.S.2.52210,UNO X UNO,,,,,,,,,,EL CARRIZO,SAN JUAN DEL RÍO,05/09/2018,02/10/2018,08/06/2019,
268,22041808020,SNE,APOYO,PROGRAMA DE APOYO AL EMPLEO,CURSO CULTORA DE BELLEZA,,PROGRAMA DE APOYO AL EMPLEO," $57,744.00 ",01.5421011.RE01.42221F014011.312.E02.S.2.52210,UNO X UNO,,,,,,,,,,HACIENDA GRANDE,TEQUISQUIAPAN,05/09/2018,02/10/2018,08/06/2019,
269,22021810001,SNE,APOYO,PROGRAMA DE APOYO AL EMPLEO,CURSO DE MANUALIDADES NAVIDEÑAS,,PROGRAMA DE APOYO AL EMPLEO," 59,594.00   ",01.5421011.RE01.42221F014011.312.E02.S.2.52210,UNO X UNO,,,,,,,,,,CALLE ABOGADOS,QUERETARO,10/10/2018,08/11/2018,08/06/2019,
270,22021810002,SNE,APOYO,PROGRAMA DE APOYO AL EMPLEO,CURSO DE ELABORACIÓN DE PIÑATAS,2018.14.310.3.1.02.00.011.S043.43901.1.1.0000002200.02.22,PROGRAMA DE APOYO AL EMPLEO," $65,245.60 ",,,,,,,,,,,,CALLE MIGUEL HIDALGO,SAN JUAN DEL RÍO,29/10/2018,27/11/2018,08/06/2019,
271,22011807012,SNE,APOYO,PROGRAMA DE APOYO AL EMPLEO,ATENCION A CLIENTES Y PISO,2018.14.310.3.1.02.00.011.S043.43901.1.1.0000002200.02.22,PROGRAMA DE APOYO AL EMPLEO," 66,914.40   ",,,,,,,,,,,,SANTIAGO DE QUERÉTARO,QUERÉTARO,31/07/2018,29/08/2018,08/06/2019,
272,22011808006,SNE,APOYO,PROGRAMA DE APOYO AL EMPLEO,CONSERVACION DE ALIMENTOS,,PROGRAMA DE APOYO AL EMPLEO," 57,744.00   ",01.5421011.RE01.42221F014011.312.E02.S.2.52210,UNO X UNO,,,,,,,,,,EL JARAL,CORREGIDORA,22/08/2018,20/09/2018,08/06/2019,
273,22011809002,SNE,APOYO,PROGRAMA DE APOYO AL EMPLEO,AUXILIAR ADMINISTRATIVO,,PROGRAMA DE APOYO AL EMPLEO," 21,965.76   ",01.5421011.RE01.42221F014011.312.E02.S.2.52210,UNO X UNO,,,,,,,,,,SANTIAGO DE QUERÉTARO,QUERÉTARO,10/09/2018,24/10/2018,08/06/2019,
274,22011809005,SNE,APOYO,PROGRAMA DE APOYO AL EMPLEO,OPERARIO DE PRODUCCION,,PROGRAMA DE APOYO AL EMPLEO," 142,777.44   ",01.5421011.RE01.42221F014011.312.E02.S.2.52210,UNO X UNO,,,,,,,,,,SANTIAGO DE QUERÉTARO,QUERÉTARO,10/09/2018,24/10/2018,08/06/2019,
275,22011809007,SNE,APOYO,PROGRAMA DE APOYO AL EMPLEO,OPERADOR DE MAQUINA DE COSER,,PROGRAMA DE APOYO AL EMPLEO," 100,676.40   ",01.5421011.RE01.42221F014011.312.E02.S.2.52210,UNO X UNO,,,,,,,,,,EZEQUIEL MONTES,EZEQUIEL MONTES,10/09/2018,24/10/2018,08/06/2019,
276,22011810005,SNE,APOYO,PROGRAMA DE APOYO AL EMPLEO,PLOMERIA,,PROGRAMA DE APOYO AL EMPLEO," 70,580.00   ",01.5421011.RE01.42221F014011.312.E02.S.2.52210,UNO X UNO,,,,,,,,,,PUERTO DE LA LUZ,CADEREYTA DE MONTES,31/10/2018,29/11/2018,08/06/2019,
277,22011810007,SNE,APOYO,PROGRAMA DE APOYO AL EMPLEO,AUXILIAR ADMINISTRATIVO,2018.14.310.3.1.02.00.011.S043.43901.1.1.0000002200.02.22,PROGRAMA DE APOYO AL EMPLEO," 88,880.16   ",,,,,,,,,,,,SANTIAGO DE QUERÉTARO,QUERÉTARO,31/10/2018,29/11/2018,08/06/2019,
278,22021808006,SNE,APOYO,PROGRAMA DE APOYO AL EMPLEO,PANADERIA,,PROGRAMA DE APOYO AL EMPLEO," 57,744.00   ",01.5421011.RE01.42221F014011.312.E02.S.2.52210,UNO X UNO,,,,,,,,,,TOLIMÁN,TOLIMÁN,13/08/2018,11/09/2018,08/06/2019,
279,22021808007,SNE,APOYO,PROGRAMA DE APOYO AL EMPLEO,BORDADO Y DESHILADO,,PROGRAMA DE APOYO AL EMPLEO," 57,744.00   ",01.5421011.RE01.42221F014011.312.E02.S.2.52210,UNO X UNO,,,,,,,,,,TOLIMÁN,TOLIMÁN,13/08/2018,11/09/2018,08/06/2019,
280,22021808010,SNE,APOYO,PROGRAMA DE APOYO AL EMPLEO,AUXILIAR ADMINISTRATIVO CON ATENCION A CLIENTES,,PROGRAMA DE APOYO AL EMPLEO," 63,863.60   ",01.5421011.RE01.42221F014011.312.E02.S.2.52210,UNO X UNO,,,,,,,,,,SANTIAGO DE QUERÉTARO,QUERÉTARO,13/08/2018,11/09/2018,08/06/2019,
281,22021808019,SNE,APOYO,PROGRAMA DE APOYO AL EMPLEO,VENTAS Y ATENCION A CLIENTES,,PROGRAMA DE APOYO AL EMPLEO," 73,016.00   ",01.5421011.RE01.42221F014011.312.E02.S.2.52210,UNO X UNO,,,,,,,,,,EZEQUIEL MONTES,EZEQUIEL MONTES,15/08/2018,13/09/2018,08/06/2019,
282,22021808020,SNE,APOYO,PROGRAMA DE APOYO AL EMPLEO,AUXILIAR ADMINISTRATIVO,,PROGRAMA DE APOYO AL EMPLEO," 73,016.00   ",01.5421011.RE01.42221F014011.312.E02.S.2.52210,UNO X UNO,,,,,,,,,,SAN JUAN DEL RÍO,SAN JUAN DEL RÍO,15/08/2018,13/09/2018,08/06/2019,
283,22021808027,SNE,APOYO,PROGRAMA DE APOYO AL EMPLEO,VENTAS Y ATENCION A CLIENTES,,PROGRAMA DE APOYO AL EMPLEO," 88,524.00   ",01.5421011.RE01.42221F014011.312.E02.S.2.52210,UNO X UNO,,,,,,,,,,SAN JUAN DEL RÍO,SAN JUAN DEL RÍO,24/08/2018,07/10/2018,08/06/2019,
284,22021808029,SNE,APOYO,PROGRAMA DE APOYO AL EMPLEO,CULTIVO DE ARBOLES FRUTALES,,PROGRAMA DE APOYO AL EMPLEO," 78,688.00   ",01.5421011.RE01.42221F014011.312.E02.S.2.52210,UNO X UNO,,,,,,,,,,CADEREYTA DE MONTES,CADEREYTA DE MONTES,30/08/2018,28/09/2018,08/06/2019,
285,22021810005,SNE,APOYO,PROGRAMA DE APOYO AL EMPLEO,AUXILIAR ADMINISTRATIVO CON ATENCION A CLIENTES,2018.14.310.3.1.02.00.011.S043.43901.1.1.0000002200.02.22,PROGRAMA DE APOYO AL EMPLEO," 73,016.00   ",,,,,,,,,,,,SANTIAGO DE QUERÉTARO,QUERÉTARO,05/11/2018,04/12/2018,08/06/2019,
286,22021811002,SNE,APOYO,PROGRAMA DE APOYO AL EMPLEO,AUXILIAR DE ESTILISTA,,PROGRAMA DE APOYO AL EMPLEO," 49,075.20   ",01.5421011.RE01.42221F014011.312.E02.S.2.52210,UNO X UNO,,,,,,,,,,SANTIAGO DE QUERÉTARO,QUERÉTARO,16/11/2018,15/12/2018,08/06/2019,
287,22041808012,SNE,APOYO,PROGRAMA DE APOYO AL EMPLEO,AUXILIAR ADMINISTRATIVO,,PROGRAMA DE APOYO AL EMPLEO," 73,016.00   ",01.5421011.RE01.42221F014011.312.E02.S.2.52210,UNO X UNO,,,,,,,,,,SANTIAGO DE QUERÉTARO,QUERÉTARO,27/08/2018,21/09/2018,08/06/2019,
288,22041810010,SNE,APOYO,PROGRAMA DE APOYO AL EMPLEO,AUXILIAR ADMINISTRATIVO,2018.14.310.3.1.02.00.011.S043.43901.1.1.0000002200.02.22,PROGRAMA DE APOYO AL EMPLEO," 73,016.00   ",,,,,,,,,,,,SANTIAGO DE QUERÉTARO,QUERÉTARO,31/10/2018,27/11/2018,08/06/2019,
289,22041807011,SNE,APOYO,PROGRAMA DE APOYO AL EMPLEO,AUXILIAR DE ESTILISMO,,PROGRAMA DE APOYO AL EMPLEO," $69,965.20 ",,,,,,,,,,,,CORREGIDORA,CORREGIDORA,31/07/2018,29/08/2018,08/06/2019,
