id_obra,subobra_id,num_obra,nombre_obra,mmunicipio,localidad,tipo_proyecto,ejecutora,normativa,clasificador_plan_estatal,cantidad_metas,unidad_metas,contratista,inicio_obra,termino_obra,status_obra,avance,monto_aprobado,fondo,ff_federal,importe_federal,aportacion_federal,ff_estatal,importe_esatal,aportacion_estatal,ff_municipal,importe_municipal,aportacion_municipal,ff_otros,imprte_otros,aportacion_otros,ff_recursos_propios,importe_recursos_propios,aportacion_recursos_propios,monto_contratado,monto_ejercido,status,solicitud_baja,baja_justificacion,baja_respuesta
595,,2019-00570,"CONSTRUCCIÓN DE BARDA (TERMINACIÓN) Y REHABILITACIÓN, EN LA PRIMARIA ARTICULO III CONSTITUCIONAL, EN AMEALCO DE BONFIL, AMEALCO DE BONFIL, QRO. (PEO: 19-122)",AMEALCO,AMEALCO,,IIFEQ,IIFEQ,EDUCACION,46.02,METROS CUADRADOS,ISMAEL TORRES NUÑEZ,13/08/2019,10/11/2019,APROBADO,2,3561528.2,ISN EMPRESA,,0,0,21E,3561528.2,100,,0,0,,0,0,,,,3561528.2,1068458.46,,,,
596,,2019-00571,"CONSTRUCCIÓN DE DOS AULAS DIDACTICAS, EN LA SECUNDARIA GENERAL EPIGMENIO GONZ�?LEZ, EN LA COL. VILLAS DE SANTIAGO, QUERÉTARO, QRO. (PEO: 19-049)",QUERETARO,VILLAS DE SANTIAGO,,IIFEQ,IIFEQ,EDUCACION,220.82,METROS CUADRADOS,HERNANDEZ VAZQUEZ PABLO MANUEL,13/08/2019,10/11/2019,APROBADO,2,2179823.26,ISN EMPRESA,,0,0,21E,2179823.26,100,,0,0,,0,0,,,,2179823.26,653946.97,,,,
597,,2019-00572,"URBANIZACIÓN DE ACCESO AL NUEVO RASTRO MUNICIPAL 3A ETAPA, JALPAN DE SERRA, QRO.",JALPAN,ARROYO DE LAS CAÑAS,,P.M. JALPAN,P.M. JALPAN,INFRAESTRUCTURA,541,METROS LINEALES,OLVERA SAN JUAN ALBERTO,05/08/2019,06/11/2019,APROBADO,28,3999713.87,ISN EMPRESA,,0,0,21E,3999713.87,100,,0,0,,0,0,,,,3999713.87,1971850.88,,,,
598,,2019-00573,"REHABILITACIÓN, EN EL PREESCOLAR TLATOA, EN LA COL. EL GARAMBULLO, QUERÉTARO, QRO. (PEO: 19-063)",QUERETARO,COLONIA GARAMBULLO,,IIFEQ,IIFEQ,EDUCACION,48,M2 (SANITARIOS),ESPARZA INGENIER�?A S.A. DE C.V.,13/08/2019,31/10/2019,APROBADO,1,2056778.69,ISN EMPRESA,,0,0,21E,2056778.69,100,,0,0,,0,0,,,,2056778.69,617033.6,,,,
599,,2019-00574,"REHABILITACION DE LIBRAMIENTO TOLIMAN, SEGUNDA ETAPA EN EL MUNICIPIO DE TOLIMAN QRO.",TOLIMAN,TOLIMAN,,P.M. TOLIMAN,P.M. TOLIMAN,INFRAESTRUCTURA,1371.5,METROS CUADRADOS,E & M GRUPO CONSTRUCTOR ASOCIADOS S. DE R. L. DE C.V.,19/08/2019,16/11/2019,APROBADO,,1693725.91,ISN EMPRESA,,0,0,21E,1693725.91,100,,0,0,,0,0,,,,1693725.91,0,,,,
600,,2019-00575,"CONSTRUCCIÓN DE EMPEDRADO AHOGADO, CALLE JACARANDAS, LOCALIDAD SAN ANTONIO LA D, PEDRO ESCOBEDO, QRO.",PEDRO ESCOBEDO,"D, LA",,P.M. P. ESCOBEDO,P.M. P. ESCOBEDO,INFRAESTRUCTURA,1413.67,METROS CUADRADOS,,,,APROBADO,,800000,ISN EMPRESA,,0,0,21E,800000,100,,0,0,,0,0,,,,0,0,,,,
601,,2019-00576,"CONSTRUCCIÓN EMPEDRADO AHOGADO EN CALLE VENUSTIANO CARRANZA, LOCALIDAD DE GUADALUPE SEPTIEN, PEDRO ESCOBEDO, QRO. ",PEDRO ESCOBEDO,GUADALUPE SEPTIEN,,P.M. P. ESCOBEDO,P.M. P. ESCOBEDO,INFRAESTRUCTURA,1281.9,METROS CUADRADOS,GERARDO GONZALEZ ENRIQUEZ,29/07/2019,06/10/2019,APROBADO,10,1198545.04,ISN EMPRESA,,0,0,21E,1198545.04,100,,0,0,,0,0,,,,1198545.04,359563.51,,,,
602,,2019-00577,"URBANIZACION DE CALLE HIDALGO, TRAMO DE CALLE REYNOSA A LOS PUENTES; CONCA,  ARROYO SECO, QRO.",ARROYO SECO,CONCA,,P.M. ARROYO S.,P.M. ARROYO S.,INFRAESTRUCTURA,994.44,M2 (PAVIMENTO CONCRETO),MARQUEZ DIAZ OLGA MARIA,12/08/2019,06/12/2019,APROBADO,6,1999918.73,ISN EMPRESA,,0,0,21E,1999918.73,100,,0,0,,0,0,,,,1999918.73,599975.61,,,,
603,,2019-00578,"CONSTRUCIÓN DE CAFETERIA, EN EL COBAQ NO. 22 REAL DE SAN MIGUEL, EN LA COL. REAL DE SAN MIGUEL, QUERÉTARO, QRO. (PEO: 19-124)",QUERETARO,COL. REAL DE SAN MIGUEL,,IIFEQ,IIFEQ,EDUCACION,207.48,METROS CUADRADOS,GREEN LAND SYSTEM S.A DE C.V.,14/08/2019,22/10/2019,APROBADO,1,3419985.52,ISN EMPRESA,,0,0,21E,3419985.52,100,,0,0,,0,0,,,,3419985.52,1025995.65,,,,
604,,2019-00579,"EMISIÓN 2018 - 2019 DEL PROGRAMA DE EST�?MULO A LA CREACIÓN Y DESARROLLO ART�?STICO, 4A MINISTRACIÓN",ALCANCE ESTATAL,ALCANCE ESTATAL,,CULTURA,CULTURA,CULTURA,37,APOYOS,,,,APROBADO,,199900,RAMO 48 PECDA 2019,60Q,199900,100,,0,0,,0,0,,0,0,,,,0,191780,,,,
605,,2019-00580,"TRABAJOS DE ADECUACIÓN PARA MUSEO DE CIENCIAS, CENTRO DE NEGOCIOS JURIQUILLA DE LA UNIVERSIDAD AUTÓNOMA DE QUERÉTARO",QUERETARO,JURIQUILLA,,UAQ,UAQ,EDUCACION,1,MUSEO,ALVARADO GUTIERREZ SAUL,08/07/2019,08/07/2019,APROBADO,100,635053,ISN EMPRESA,,0,0,21E,635053,100,,0,0,,0,0,,,,635053,576613.23,,,,
606,,2019-00581,"CONSTRUCCIÓN DE TECHUMBRE, CASETA DE VIGILANCIA Y REHABILITACIÓN, EN EL EMSAD NO. 22 PEÑA BLANCA, EN PEÑA BLANCA, PEÑAMILLER, QRO. (PEO: 19-117)",PEÑAMILLER,PEÑA BLANCA,,IIFEQ,IIFEQ,EDUCACION,14.41,CASETA,FEYSA CONSTRUCCIÓN Y MANTENIMIENTO S. DE R.L. DE C.V.,14/08/2019,01/12/2019,APROBADO,1,3498737.47,ISN EMPRESA,,0,0,21E,3498737.47,100,,0,0,,0,0,,,,3498737.47,1049621.24,,,,
607,,2019-00582,RED DE DRENAJE SANITARIO EN VARIAS CALLES DE LA LOCALIDAD DE LA VALLA EN SAN JUAN DEL RIO QRO. 90140,SAN JUAN DEL RIO,"VALLA, LA",,P.M. S.J.R.,SEDESOQ,INFRAESTRUCTURA,500,METROS LINEALES,DIAZ LOPEZ FABIOLA,08/08/2019,09/10/2019,APROBADO,5,1570700.1,FISE 2019,05Q,1570700.1,100,,0,0,,0,0,,0,0,,,,1570700.1,471210.03,,,,
608,,2019-00583,RED DE DRENAJE SANITARIO EN VARIAS CALLES DE LA LOCALIDAD DE LA ESTANCIA SAN JUAN DEL RIO QRO. 89879,SAN JUAN DEL RIO,"ESTANCIA, LA",,P.M. S.J.R.,SEDESOQ,INFRAESTRUCTURA,800,METROS LINEALES,SANDOVAL GÓMEZ JOSÉ FRANCISCO,08/08/2019,09/10/2019,APROBADO,10,3465136.69,FISE 2019,05Q,3465136.69,100,,0,0,,0,0,,0,0,,,,3465136.69,1039541,,,,
609,,2019-00584,RED DE DRENAJE SANITARIO EN VARIAS CALLES DE LA LOCALIDAD DE SANTA ROSA XAJAY EN SAN JUAN DEL RIO QRO. 89942,SAN JUAN DEL RIO,SANTA ROSA XAJAY,,P.M. S.J.R.,SEDESOQ,INFRAESTRUCTURA,150,METROS LINEALES,MATERIALES Y MAQUINARIA FERNANDOS S.A. DE C.V.,08/08/2019,09/10/2019,APROBADO,5,1979519.02,FISE 2019,05Q,1979519.02,100,,0,0,,0,0,,0,0,,,,1979519.02,593855.7,,,,
610,,2019-00585,"CONSTRUCCIÓN DE CANCHA DE FUTBOL, EN LA SECUNDARIA GENERAL CARLOS FUENTES MACIAS, EN PASEOS EL MARQUES, QRO. (PEO: 19-113)",EL MARQUES,PASEOS EL MARQUES,,IIFEQ,IIFEQ,EDUCACION,590.55,M2 (CANCHA),GREEN LAND SYSTEM S.A DE C.V.,14/08/2019,22/10/2019,APROBADO,1,1345073.59,ISN EMPRESA,,0,0,21E,1345073.59,100,,0,0,,0,0,,,,1345073.59,403522.07,,,,
611,,2019-00586,AMPLIACIÓN DE RED DE DRENAJE SANITARIO EN CALLE FERNANDO MONTES DE OCA LA LOMA ARROYO SECO QRO - 108359,ARROYO SECO,"LOMA, LA",,P.M. ARROYO S.,SEDESOQ,INFRAESTRUCTURA,320,METROS LINEALES,OLVERA SAN JUAN ALBERTO,22/07/2019,15/11/2019,APROBADO,10,827486.37,FISE 2019,05Q,827486.37,100,,0,0,,0,0,,0,0,,,,827486.37,248245.91,,,,
612,,2019-00587,AMPLIACIÓN DE DRENAJE SANITARIO EN CALLE PROLONGACIÓN ANDRÉS BALVANERA NORTE Y CALLE GUADALUPE VICTORIA LA LOMA ARROYO SECO QRO - 108902,ARROYO SECO,ARROYO SECO,,P.M. ARROYO S.,SEDESOQ,INFRAESTRUCTURA,826,METROS LINEALES,CONSORCIO SIEGOR S.A. DE C.V.,01/08/2019,25/11/2019,APROBADO,15,2173502.82,FISE 2019,05Q,2173502.82,100,,0,0,,0,0,,0,0,,,,2173502.82,652050.84,,,,
613,,2019-00588,AMPLIACIÓN DE RED DE DRENAJE SANITARIO EN CALLE CERRADA JU�?REZ Y CALLE MELCHOR OCAMPO EN LA CABECERA MUNICIPAL ARROYO SECO QRO - 108302,ARROYO SECO,ARROYO SECO,,P.M. ARROYO S.,SEDESOQ,INFRAESTRUCTURA,150,METROS LINEALES,OLVERA SAN JUAN ALBERTO,22/07/2019,31/10/2019,APROBADO,8,550949.87,FISE 2019,05Q,550949.87,100,,0,0,,0,0,,0,0,,,,550949.87,165284.96,,,,
614,,2019-00589,EMPEDRADO DE CALLE EN LA LOCALIDAD DE SAN NICOLAS DE LA TORRE,AMEALCO,SAN NICOLAS DE LA TORRE,,P.M. AMEALCO,P.M. AMEALCO,INFRAESTRUCTURA,1608,METROS CUADRADOS,FLORES OBREGON JOSE,23/07/2019,20/10/2019,APROBADO,95,499902.57,ISN EMPRESA,,0,0,21E,499902.57,100,,0,0,,0,0,,,,499902.57,149970.77,,,,
615,,2019-00591,FORTALECIMIENTO DEL TRANSPORTE ESPECIALIZADO EN EL ESTADO DE QUERÉTARO SEGUNDA ETAPA,ALCANCE REGIONAL,ALCANCE REGIONAL,,DIF,DIF,GRUPOS VULNERABLES,4,PZA(CAMIONETA TIPO VAN ADAPTAD CON RAMPA/ELEVADOR),,,,APROBADO,10,6567328.9,RAMO 23 FOTRADIS 2019,80Q,6567328.9,100,,0,0,,0,0,,0,0,,,,0,0,,,,
616,,2019-00592,"URBANIZACIÓN DE CALLES, EN LA LOCALIDAD DE SAN IGNACIO, HUIMILPAN; QUERETARO.",HUIMILPAN,SAN IGNACIO,,P.M. HUIMILPAN,SEDESOQ,INFRAESTRUCTURA,1115.15,METROS CUADRADOS,GARCIA ZEPEDA J. ANTOLIN,02/08/2019,30/10/2019,APROBADO,40,971012.06,ISN EMPRESA,,0,0,21E,971012.06,100,,0,0,,0,0,,,,971012.06,291303.61,,,,
617,,2019-00593,"CONSTRUCCIÓN DE BOULEVARD 1RA ETAPA; SAN VICENTE FERRER, EL MARQUÉS QRO.",EL MARQUES,SAN VICENTE FERRER,,P.M. EL MARQ.,P.M. EL MARQ.,INFRAESTRUCTURA,456.71,M2(BANQUETAS DE CONCRETO),,,,APROBADO,,4000000,ISN EMPRESA,,0,0,21E,4000000,100,,0,0,,0,0,,,,0,0,,,,
618,,2019-00594,"ESTUDIOS DE LAS CONDICIONES GEOTECNICAS DEL SITIO PARA LA REESTRUCTURACIÓN Y RESTAURACIÓN DEL PALACIO DE GOBIERNO, SANTIAGO DE QUERÉTARO.",QUERETARO,SANTIAGO DE QUERETARO,,SDUOP,SDUOP,INFRAESTRUCTURA,1,ESTUDIOS,BARRERA BUCIO MAURICIO,23/07/2019,20/10/2019,APROBADO,,716896.48,ISN EMPRESA,,0,0,21E,716896.48,100,,0,0,,0,0,,,,716896.48,215068.94,,,,
619,,2019-00595,NUEVO EDIFICIO PARA LA SECRETAR�?A DE LA JUVENTUD (ALBAÑILERIA Y ACABADOS),QUERETARO,COLONIA VILLAS DEL PARQUE,,CEIQ,SEJUVE,INFRAESTRUCTURA,2300,METROS CUADRADOS,ACTIVE PADEL DEPORTES S.A. DE C.V.,29/07/2019,25/11/2019,APROBADO,20,22251441.77,ISN EMPRESA,,0,0,21E,22251441.77,100,,0,0,,0,0,,,,22251441.77,6675432.53,,,,
620,,2019-00596,"CONSTRUCCIÓN DE EMPEDRADO EN LA CALLE LOS PINOS, EN LA LOCALIDAD DE LOMA LINDA AMEALCO DE BONFIL",AMEALCO,LOMA LINDA,,P.M. AMEALCO,SEDESOQ,INFRAESTRUCTURA,1137.78,M2 (EMPEDRADO),CONSTRUCTORA GARFIAS AMEALCO SA DE CV,18/07/2019,15/10/2019,APROBADO,100,499673.22,ISN EMPRESA,,0,0,21E,499673.22,100,,0,0,,0,0,,,,499673.22,149901.96,,,,
621,,2019-00597,EMPEDRADO DE CALLE JUAREZ LOMA DE LOS LIRIOS AMEALCO DE BONFIL,AMEALCO,"RINCON DE SAN ILDEFONSO, EL",,P.M. AMEALCO,SEDESOQ,INFRAESTRUCTURA,1280,M2 (EMPEDRADO),CHAVEZ CRUZ AURELIO,18/07/2019,15/10/2019,APROBADO,90,599177.54,ISN EMPRESA,,0,0,21E,599177.54,100,,0,0,,0,0,,,,599177.54,179753.26,,,,
622,,2019-00598,AMPLIACION DE RED DE ENERGIA ELECTRICA COLONIA LOMAS DE LA ESTANCIA EN LA LOCALIDAD DE LA ESTANCIA EN SAN JUAN DEL RIO QRO. 104233,SAN JUAN DEL RIO,"ESTANCIA, LA",,P.M. S.J.R.,SEDESOQ,INFRAESTRUCTURA,20,POSTES,CAMOMO S.A. DE C.V.,08/08/2019,20/09/2019,APROBADO,5,1497172.2,FISE 2019,05Q,1497172.2,100,,0,0,,0,0,,0,0,,,,1497172.2,449151.66,,,,
623,,2019-00599,AMPLIACION DE LA RED ELECTRICA EN CALLE FERROCARRIL DE LA LOCALIDAD DE LA VALLA EN SAN JUAN DEL RIO QRO. 89967,SAN JUAN DEL RIO,"VALLA, LA",,P.M. S.J.R.,SEDESOQ,INFRAESTRUCTURA,16,POSTES,ARRIAGA RESENDIZ RAUL AGAPITO,08/08/2019,20/09/2019,APROBADO,5,1088713.58,FISE 2019,05Q,1088713.58,100,,0,0,,0,0,,0,0,,,,1088713.58,326614.07,,,,
624,,2019-00600,"MODERNIZACIÓN DE UNIDAD DEPORTIVA LA LIRA, PEDRO ESCOBEDO, QRO.",PEDRO ESCOBEDO,"LIRA, LA",,P.M. P. ESCOBEDO,SEDESOQ,DEPORTE,1,CANCHAS,,,,APROBADO,,1000000,ISN EMPRESA,,0,0,21E,1000000,100,,0,0,,0,0,,,,0,0,,,,
625,,2019-00601,APOYO OPERATIVO A PROGRAMAS SOCIALES (EQUIPO DE ACTIVACIONES),ALCANCE ESTATAL,ALCANCE ESTATAL,,SEDESOQ,SEDESOQ,GRUPOS VULNERABLES,1,PAQUETE,,,,APROBADO,,275031.99,ISN 2019,,0,0,08Q,275031.99,100,,0,0,,0,0,,,,0,0,,,,
626,,2019-00602,"CONSTRUCCIÓN DE CAFETER�?A, EN EL BACHILLERATO UAQ PLANTEL AJUCHITLAN, EN AJUCHITAL, COLÓN, QRO. (PEO: 19-112)",COLON,AJUCHITLAN,,IIFEQ,IIFEQ,EDUCACION,207.48,METROS CUADRADOS,GREEN LAND SYSTEM S.A DE C.V.,14/08/2019,11/11/2019,APROBADO,1,2470226.34,ISN EMPRESA,,0,0,21E,2470226.34,100,,0,0,,0,0,,,,2470226.34,741067.9,,,,
627,,2019-00603,"CONCRETO ESTAMPADO EN CALLE LAZARO CARDENAS DEL TRAMO DE 20 DE NOVIEMBRE A CALLEJÓN FELIPE �?NGELES, CABECERA MUNICIPAL, CADEREYTA DE MONTES, QUERÉTARO.",CADEREYTA,CADEREYTA,,P.M. CADEREYTA,SEDESOQ,INFRAESTRUCTURA,1281.4,M2 (PAVIMENTO CONCRETO),CONSTRUCTORA BARRERA SALINAS S DE RL,01/08/2019,29/10/2019,APROBADO,10,3494429.56,ISN EMPRESA,,0,0,21E,3494429.56,100,,0,0,,0,0,,,,3494429.56,1048328.86,,,,
628,,2019-00604,"CONCRETO ESTAMPADO EN CALLE REVOLUCION AMBOS LADOS HASTA ENTRONQUE A EZEQUIEL MONTES, CABECERA MUNICIPAL, CADEREYTA DE MONTES, QRO.",CADEREYTA,CADEREYTA,,P.M. CADEREYTA,SEDESOQ,INFRAESTRUCTURA,1834.16,M2 (PAVIMENTO CONCRETO),GUDIÑO RODRIGUEZ HUGO,01/08/2019,08/11/2019,APROBADO,10,5662090.22,ISN EMPRESA,,0,0,21E,5662090.22,100,,0,0,,0,0,,,,5662090.22,1698627.06,,,,
629,,2019-00605,"EMPEDRADO AHOGADO CON MORTERO A UN COSTADO DE LA CANCHA DE FUTBOL EN LA LOCALIDAD DE ZITUNI, CADEREYTA DE MONTES, QRO.",CADEREYTA,ZITUNI,,P.M. CADEREYTA,SEDESOQ,INFRAESTRUCTURA,1831.43,M2 (EMPEDRADO),RUBIO ARTEAGA URIEL,01/08/2019,29/10/2019,APROBADO,10,1997602.63,ISN EMPRESA,,0,0,21E,1997602.63,100,,0,0,,0,0,,,,1997602.63,599280.78,,,,
630,,2019-00606,"URBANIZACION DE CALLE 5 DE MAYO, BO. SAN GASPAR, CABECERA MUNICIPAL, CADEREYTA DE MONTES, QRO.",CADEREYTA,BARRIO DE SAN GASPAR,,P.M. CADEREYTA,SEDESOQ,INFRAESTRUCTURA,1031.73,M2 (PAVIMENTO CONCRETO),CONSTRUCTORA BARRERA SALINAS S DE RL,05/08/2019,19/10/2019,APROBADO,40,1789339.56,ISN 2019,,0,0,08Q,1789339.56,100,,0,0,,0,0,,,,1789339.56,536801.86,,,,
631,,2019-00607,"TRABAJOS COMPLEMENTARIOS VIALIDAD DE TRAFICO PESADO EN LA LOCALIDAD DE VIZARRON DE MONTES, CADEREYTA DE MONTES, QRO. ",CADEREYTA,VIZARRON DE MONTES,,P.M. CADEREYTA,SEDESOQ,INFRAESTRUCTURA,4660,M2(PAVIMENTO ASFALTICO),GONZALEZ MARTELL ABRAHAM,29/07/2019,27/10/2019,APROBADO,0,3999621.82,ISN EMPRESA,,0,0,21E,3999621.82,100,,0,0,,0,0,,,,3999621.82,1199886.54,,,,
632,,2019-00608,"SEÑALÉTICA INFORMATIVA EN LOS PUEBLOS M�?GICOS: JALPAN, SAN JOAQU�?N, BERNAL Y TEQUISQUIAPAN. ",ALCANCE ESTATAL,ALCANCE ESTATAL,,CEIQ,TURISMO,TURISMO,996,PIEZAS,CORPORATIVO V Y B DE QUERÉTARO S.A. DE C.V.,29/07/2019,25/11/2019,APROBADO,9,2508379.8,ISN EMPRESA,,0,0,21E,2508379.8,100,,0,0,,0,0,,,,2508379.8,752513.94,,,,
633,,2019-00609,URBANIZACION EN CALLES DE LA COLONIA AMPLIACIÓN LOS �?NGELES,CORREGIDORA,COLONIA LOS ANGELES,,P.M. CORREGIDORA,P.M. CORREGIDORA,INFRAESTRUCTURA,1860.09,M2(BANQUETAS DE CONCRETO),ALANIZ CARRANZA RUBEN,05/09/2019,27/11/2019,APROBADO,,3931039.8,ISN EMPRESA,,0,0,21E,3931039.8,100,,0,0,,0,0,,,,3931039.8,0,,,,
634,,2019-00610,"PAVIMENTACIÓN DE CALLES CIRCUITO DE ACCESO AL MERCADO MUNICIPAL, PEDRO ESCOBEDO, QRO.",PEDRO ESCOBEDO,PEDRO ESCOBEDO,,P.M. P. ESCOBEDO,SEDESOQ,INFRAESTRUCTURA,4630,METROS CUADRADOS,,,,APROBADO,,2000000,ISN EMPRESA,,0,0,21E,2000000,100,,0,0,,0,0,,,,0,0,,,,
635,,2019-00611,"URBANIZACION DE CALLE JUSTO SIERRA PRIMERA ETAPA, COLONIA SAN FRANCISCO Y MAGISTERIAL, JALPAN DE SERRA, QRO.",JALPAN,JALPAN,,P.M. JALPAN,P.M. JALPAN,INFRAESTRUCTURA,309,METROS LINEALES,MARQUEZ DIAZ OLGA MARIA,30/07/2019,31/10/2019,APROBADO,10,1998932.05,ISN EMPRESA,,0,0,21E,1998932.05,100,,0,0,,0,0,,,,1998932.05,599679.61,,,,
636,,2019-00612,"TRABAJOS COMPLEMENTARIOS PARA LA CONSTRUCCIÓN DE CALLE LA PEDRERA EN SANTA ROSA JAUREGUI, QRO.",QUERETARO,SANTA ROSA JAUREGUI,,SDUOP,SDUOP,INFRAESTRUCTURA,680,METROS CUADRADOS,PROMOCIONES Y DESARROLLO DE INFRAESTRUCTURA S.A. DE C.V.,31/07/2019,29/08/2019,APROBADO,98,752993.09,ISN EMPRESA,,0,0,21E,752993.09,100,,0,0,,0,0,,,,752993.09,0,,,,
637,,2019-00613,"EMPEDRADO AHOGADO CON MORTERO EN CALLE ARROYO VERDE EN LA LOCALIDAD DE ARROYO DE ZITUNI, CADEREYTA DE MONTES, QRO.",CADEREYTA,"ARROYO DE ZITUNI, EL",,P.M. CADEREYTA,SEDESOQ,INFRAESTRUCTURA,1556.35,METROS CUADRADOS,RUBIO ARTEAGA URIEL,05/08/2019,03/11/2019,APROBADO,30,999634.82,ISN EMPRESA,,0,0,21E,999634.82,100,,0,0,,0,0,,,,999634.82,299890.44,,,,
638,,2019-00614,"URBANIZACION DE CALLE JUSTO SIERRA SEGUNDA ETAPA, COLONIA SAN FRANCISCO Y MAGISTERIAL, JALPAN DE SERRA, QRO.",JALPAN,JALPAN,,P.M. JALPAN,P.M. JALPAN,INFRAESTRUCTURA,2140.55,M2 (PAVIMENTO CONCRETO),MARQUEZ DIAZ OLGA MARIA,30/07/2019,31/10/2019,APROBADO,10,1998989.64,ISN EMPRESA,,0,0,21E,1998989.64,100,,0,0,,0,0,,,,1998989.64,599696.89,,,,
639,,2019-00615," GENERACIÓN 2030 ( ETAPA III, CAPACITACIÓN)         ",ALCANCE ESTATAL,ALCANCE ESTATAL,,SEJUVE,SEDESOQ,GRUPOS VULNERABLES,120,CAPACITACION,,,,APROBADO,10,2438365.51,ISN 2019,,0,0,08Q,2438365.51,100,,0,0,,0,0,,,,0,0,,,,
640,,2019-00616,"URBANIZACIÓN INTEGRAL DE CALLE VICENTE GUERRERO PRIMERA ETAPA, DESDE TELESECUNDARIA A CAMPOS DE FUTBOL, EPIGMENIO GONZ�?LEZ, PEDRO ESCOBEDO, QRO.",PEDRO ESCOBEDO,PEDRO ESCOBEDO,,SDUOP,SEDESOQ,INFRAESTRUCTURA,561.44,ML(GUARNICIONES DE CONCRETO),INNOVACION EN DESARROLLO URBANO SA DE CV,26/07/2019,22/11/2019,APROBADO,,3406339.35,ISN EMPRESA,,0,0,21E,3406339.35,100,,0,0,,0,0,,,,3406339.35,1021901.8,,,,
641,,2019-00617,"REHABILITACIÓN DE LA CALLE JOSÉ MAR�?A MORELOS, LA VALLA, SAN JUAN DEL RIO, QRO.",SAN JUAN DEL RIO,"VALLA, LA",,SDUOP,SEDESOQ,INFRAESTRUCTURA,2680,M2 (EMPEDRADO),CONSTRUCCIONES URBANIZACIONES Y TERRACERIAS ALF S.A. DE C.V.,26/07/2019,23/10/2019,APROBADO,,4106868.46,ISN EMPRESA,,0,0,21E,4106868.46,100,,0,0,,0,0,,,,4106868.46,1232060.53,,,,
642,,2019-00618,"URBANIZACIÓN DE CALLE EN EL ORGANAL, SAN JUAN DEL R�?O, QRO.",SAN JUAN DEL RIO,"ORGANAL, EL",,SDUOP,SEDESOQ,INFRAESTRUCTURA,551,M2(BANQUETAS DE CONCRETO),FREGOSO MARTINEZ ADRIANA,29/07/2019,22/11/2019,APROBADO,,2247707.52,ISN EMPRESA,,0,0,21E,2247707.52,100,,0,0,,0,0,,,,2247707.52,674312.25,,,,
643,,2019-00619,"URBANIZACIÓN DE CALLES EN LA COLONIA VALLE DE SANTIAGO, CORREGIDORA, QRO.",CORREGIDORA,"NEGRETA, LA",,SDUOP,SEDESOQ,INFRAESTRUCTURA,403.5,ML(GUARNICIONES DE CONCRETO),CABRERA MONTES VICTOR,29/07/2019,26/09/2019,APROBADO,,2046523.25,ISN EMPRESA,,0,0,21E,2046523.25,100,,0,0,,0,0,,,,2046523.25,613956.97,,,,
644,,2019-00620,"URBANIZACIÓN DE CALLES EN LA COLONIA VALLE DE ARBOLEDAS, CORREGIDORA, QRO.",CORREGIDORA,"NEGRETA, LA",,SDUOP,SEDESOQ,INFRAESTRUCTURA,1107.6,ML(GUARNICIONES DE CONCRETO),CAMOMO S.A. DE C.V.,05/08/2019,02/12/2019,APROBADO,,6525768.14,ISN EMPRESA,,0,0,21E,6525768.14,100,,0,0,,0,0,,,,6525768.14,1957730.45,,,,
645,,2019-00621,"EMPEDRADO AHOGADO CON MORTERO CALLE PRINCIPAL EN LA LOCALIDAD DE EL RINCON, CADEREYTA DE MONTES, QRO.",CADEREYTA,CADEREYTA,,P.M. CADEREYTA,SEDESOQ,INFRAESTRUCTURA,1814,M2 (EMPEDRADO),LIRA HERNANDEZ OSWALDO DANIEL,05/08/2019,13/11/2019,APROBADO,10,1997231.29,ISN EMPRESA,,0,0,21E,1997231.29,100,,0,0,,0,0,,,,1997231.29,599169.38,,,,
646,,2019-00622,"URBANIZACION DE CALLES EN LA COLONIA COMEVI BANTHI, SAN JUAN DEL R�?O, QRO.",SAN JUAN DEL RIO,COMEVI LA PAZ,,SDUOP,SEDESOQ,INFRAESTRUCTURA,10455,M2(PAVIMENTO ASFALTICO),VARGAS JIMÉNEZ CUAUHTÉMOC,01/08/2019,29/09/2019,APROBADO,,5125148.25,ISN EMPRESA,,0,0,21E,5125148.25,100,,0,0,,0,0,,,,5125148.25,1537544.47,,,,
647,,2019-00623,"PRIMERA ETAPA EMPEDRADO EN COLONIA SAN ANTONIO LA LABOR, AMEALCO DE BONFIL, QRO.",AMEALCO,SAN ANTONIO LA LABOR,,SDUOP,SEDESOQ,INFRAESTRUCTURA,958.8,M2 (EMPEDRADO),HERNANDEZ ARREDONDO HUGO,05/08/2019,03/10/2019,APROBADO,,1005116.67,ISN EMPRESA,,0,0,21E,1005116.67,100,,0,0,,0,0,,,,1005116.67,301535.01,,,,
648,,2019-00624,"PRIMERA ETAPA EMPEDRADO DE CAMINO LOS BAÑITOS - LOS HERN�?NDEZ, COLONIA MESILLAS, AMEALCO DE BONFIL, QRO.",AMEALCO,MESILLAS,,SDUOP,SEDESOQ,INFRAESTRUCTURA,1765,M2 (EMPEDRADO),HERNANDEZ ARREDONDO HUGO,05/08/2019,03/10/2019,APROBADO,,936316.06,ISN EMPRESA,,0,0,21E,936316.06,100,,0,0,,0,0,,,,936316.06,280894.81,,,,
